Smiles,pChEMBL Value
COc1ccccc1N1CCN(CNC(=O)c2ccccc2)CC1,5.73
Cc1ccc(N2CCN(CCCCc3ccc(F)cc3)CC2)nc1,5.73
Cc1cccc(NC(=O)CCN2CCN(c3ncccn3)CC2)c1,5.73
N#CC(C#N)=Cc1cc(CN2CCN(c3ccccc3)CC2)c[nH]1,5.73
CCCN1CCO[C@@H]2c3cc(C(=O)N(C)C)ccc3CC[C@H]21,5.73
CN1CCc2cc(Cl)c(O)cc2[C@@H]1c1ccccc1,5.73
C=CCN(CC=C)CCc1c[nH]c2ccc(Cl)cc12,5.73
Cn1cncc1-c1c[nH]c2ccc(Br)cc12,5.73
COc1ccc(-c2c3n(c(=O)n(CCCCN4CCCC(c5c[nH]c6ccc(OC)cc56)C4)c2=O)CCCC3)cc1,5.74
O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3cccc(F)c3)CC2)CC1,5.74
Cc1ccc(C)c(N2CCN(CC(O)CN3C(=O)NC(C)(c4ccc(F)cc4)C3=O)CC2)c1,5.74
COc1cccc(N2CCN(CCCCNC(=O)c3ccc(-c4ccsc4)cc3)CC2)c1,5.74
COc1ccc(S(=O)(=O)n2cc(C)c3cc(Cl)cnc32)cc1NC1CCN(C)CC1,5.74
O=S(=O)(c1ccccc1)N1Cc2cccc(C3CCN(C4CCC4)CC3)c2C1,5.74
Fc1ccc(CCN2CCC(CCOCC#Cc3ccccc3)CC2)cc1,5.74
CC(=O)Oc1c(C)cc2c(c1OC(C)=O)-c1cccc3c1[C@@H](C2)N(C)CC3,5.74
CC(=O)Oc1c(C)cc2c(c1OC(C)=O)-c1cccc3c1[C@@H](C2)N(C)CC3,5.74
Cc1ccc(N2CCN(CCC3C(=O)Nc4ccccc43)CC2)cc1C,5.74
Cc1ccc(N2CCN(CCC3NC(=O)c4ccccc43)CC2)cc1C,5.74
CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S](C)[O-])cc21,5.74
N#Cc1c(CN2CCN(CCc3ccccc3)CC2)cn2ccccc12,5.74
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccnc1,5.74
Oc1cc2c(cc1Cl)CNC[C@H]2c1ccccc1,5.74
CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,5.75
CCN1C(=O)c2ccccc2[S]([O-])c2ccc(C(=O)NCc3cc(OC)c(OC)c(OC)c3)cc21,5.75
Cc1cc(N2CCN(C)CC2)c2c(c1)N(S(=O)(=O)c1ccc3ccccc3c1)C(C)CC2=O,5.75
Cn1c(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccnn1,5.75
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)CC1COc2cccc(OC)c2C1,5.75
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)C3CCCCC3)c3ccccc32)CC1,5.75
O=C(N[C@H]1CCN(Cc2ccc3c(c2)OCO3)C1)c1ccc(-c2cccs2)cc1,5.75
CC(C)c1ccc(CN2CCN(CC(=O)N3c4ccccc4CC3C)CC2)cc1,5.75
O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccccc2)CC1,5.75
O=C(c1cc2cnccc2[nH]1)N1CCN(CCOc2cccnc2)CC1,5.75
Fc1ccc2c(c1)CCC1(CCN(C3CCc4ccccc4C3)CC1)O2,5.75
N#Cc1ccc2[nH]cc(CN3CCN(c4ccc(F)cc4)CC3)c2c1,5.75
O=C1COc2c(N3CCNCC3)ccc(O)c2N1,5.75
CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2CCCCCCn2c(-c3ccc(OCCCN(CC)CC)cc3)nc3ccccc32)cc1,5.76
Cc1ncoc1-c1nnc(SCC(O)CN2CC[C@@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,5.76
Cc1ccc(-c2cc3c(=O)n(CCN4CCN(c5ccccc5Cl)CC4)c(=O)[nH]c3[nH]2)cc1,5.76
COc1ccc(CCN(CCCc2ccccc2)CCc2ccc3c(c2)OCO3)cc1OC,5.76
COc1ccccc1N1CCN(CCCCc2cc(-c3ccccc3)no2)CC1.Cl,5.76
CC(C)(C)c1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1,5.76
O=C1Cc2ccccc2N1CCCCN1CCN(c2ccc(Cl)cc2)CC1,5.76
COc1cc2c(cc1OC)[C@@H]1Cc3c(OC)ccc(OC)c3CN1CC2,5.76
O=C(CCCN1C2C3C4CC5C6C4C2C6C1(O)C53)c1ccc(F)cc1,5.76
COc1ccc2[nH]cc(CCNCc3ccc(-c4cn[nH]c4)o3)c2c1,5.76
c1ccc(-c2nc(CN3CCN(c4ccccc4)CC3)co2)cc1,5.76
CN1C2CCC1CC(OC(c1ccccc1)c1ccc(Cl)cc1)C2,5.76
C=Cc1ccc2c(c1OC)-c1cccc3c1[C@@H](C2)N(C)CC3,5.76
CN1CCc2cccc3c2C1Cc1ccc2nc(N)sc2c1-3,5.76
CCCN1CC(c2ccc(N)nc2)OC[C@@H]1C,5.76
CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN(CCC)CCc3ccc(O)c4[nH]c(=O)ccc34)cc2OC)nn1,5.77
O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccc(-n2cccn2)cc1,5.77
CN1CCC(c2nnc(SCCCN3CC[C@]4(C[C@@H]4c4ccc(C(F)(F)F)cc4)C3)n2C)CC1=O,5.77
COc1ccc(-n2cc(C(=O)NCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nn2)cc1,5.77
CC1(c2ccccc2)NC(=O)N(CC(O)CN2CCN(c3ccccc3C#N)CC2)C1=O.Cl,5.77
CC1(c2ccc(F)cc2)NC(=O)N(CC(O)CN2CCN(c3ccccc3F)CC2)C1=O,5.77
Cc1cc(C)c2c(N)c(C(=O)NCCCN3CCC(O)(c4ccc(Cl)cc4)CC3)sc2n1,5.77
Cc1cc(C)c2c(N)c(C(=O)NCCCN3CCC(O)(c4ccc(Cl)cc4)CC3)sc2n1,5.77
CC(C)CS(=O)(=O)n1ccc2c(-c3ccc(C(F)(F)F)cc3)cc(N3CCNCC3)nc21,5.77
COc1cc(CCNC[C@@H](O)c2ccc(O)c(O)c2)ccc1OCCCc1ccccc1,5.77
COc1cccc(OCCN2CCN(C(=O)c3cc4cc(OC)ccc4[nH]3)CC2)c1,5.77
COc1cc2c(cc1OC)CN(/C=N/c1ccc3c(c1)C(O)CCCC3)CC2,5.77
Cc1ccc2c(c1)CCN2C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,5.77
CCN(CC)[C@@H]1[C@@H]2[C@@H](CN(Cc3ccccc3)[C@H]2c2ccccc2)[C@H]1CO,5.77
O=C(c1cc2ccccc2o1)N1CCN(CCOc2cccnc2)CC1,5.77
CC(=O)OC1CCc2ccc(/N=C/N3CCc4ccccc4C3)cc21,5.77
c1ccc(C2=N[C@@H](CN3CCN(c4ccccc4)CC3)CO2)cc1,5.77
OC1c2ccccc2CCC12CCN(CCc1ccccc1)CC2,5.77
Fc1cccc(N2CCN(Cc3cc4ccccn4n3)CC2)n1,5.77
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(Br)c3CC[C@@H]21,5.77
Nc1nc2cc3c(cc2s1)CCN(Cc1cccnc1)CC3,5.77
CNCC1CC2c3ccccc3Cc3ccccc3N2O1,5.77
Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2,5.77
O=c1c(-c2ccc(Cl)cc2)c2n(c(=O)n1CCCCN1CCCC(c3c[nH]c4ccccc34)C1)CCCC2,5.78
CC(C)(C)c1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)cc1,5.78
O=C(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2c1Cc1ccccc1-2,5.78
Cl.O=C1C(c2ccc(F)cc2)=COC12CCN(Cc1ccc(F)cc1)CC2,5.78
COc1ccccc1CCN1CCN(Cc2cc3ccccc3o2)CC1,5.78
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(CO)c3CC[C@@H]21,5.78
Oc1cccc(CCN(CCc2ccccc2)CC2CCC2)c1,5.78
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCC(=O)N3CCN(C(=O)CCC(=O)NN4c5ccc(Cl)cc5N=C(N5CCN(C)CC5)c5ccccc54)CC3)c3ccccc32)CC1,5.79
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCC(=O)N3CCN(C(=O)CCC(=O)NN4c5ccc(Cl)cc5N=C(N5CCN(C)CC5)c5ccccc54)CC3)c3ccccc32)CC1,5.79
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc(F)cc3C(F)(F)F)c3ccccc32)CC1,5.79
COc1ccccc1N1CCC2(CCN(CCCSc3nnc(-c4ccccc4)n3C)CC2)CC1,5.79
CCc1cc(Cl)c(OC)c(N2CCN(CC(O)CCNC(=O)c3cc4ccccc4o3)CC2)c1,5.79
Cc1ncsc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,5.79
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(-c4cccc(OC(F)(F)F)c4)c3CC[C@H]21,5.79
C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1C[C@H]1C[C@@H]1CCNC(=O)c1cc2ccccc2[nH]1,5.79
CCc1nc(N)[nH]c1-c1cn(S(=O)(=O)c2ccccc2)c2ccc(OC)cc12.Cl,5.79
CCc1cc2c(c(OC(C)=O)c1OC(C)=O)-c1cccc3c1[C@@H](C2)N(C)CC3,5.79
CCc1cc2c(c(OC(C)=O)c1OC(C)=O)-c1cccc3c1[C@@H](C2)N(C)CC3,5.79
O=C1Cc2ccccc2N1CCN1CCN(Cc2ccc(Cl)cc2)CC1,5.79
Cc1cccc(N2CCN(CCCNC(=O)c3cn[nH]c3C)CC2)c1,5.79
Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,5.79
Br.O=C(CC1CCN(CC2CC2)CC1)c1ccc(F)cc1,5.79
Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2,5.79
CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,5.79
CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,5.79
CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN3CCCN(c4ccc(O)c5[nH]c(=O)ccc45)CC3)cc2OC)nn1,5.8
COc1ccccc1N1CCN(CCCn2cc(CCCCN3CCc4cc(O)c(O)cc4C(c4cccc(C)c4)C3)nn2)CC1,5.8
COc1ccccc1N1CCC2(CCN(CCCSc3nnc(-c4ccc(-c5ncco5)cc4)n3C)CC2)CC1,5.8
Cc1ccccc1-c1ccc(C(=O)NCCCCN2CCc3ccc(OS(=O)(=O)C(F)(F)F)cc3C2)cc1,5.8
COc1ccc(S(=O)(=O)N(C)c2ccccc2)cc1-c1ccc(CN2CCCCC[C@H]2c2ccccc2)[nH]1,5.8
Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(-c2ncco2)cc1,5.8
CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2nc(C(C)(C)C)ncc2C1,5.8
CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2nc(N(C)C)ncc2C1,5.8
O=C(NCCCCN1CCC(N(Cc2ccccc2)c2ccccc2)CC1)c1cc2ccccc2s1,5.8
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccc(=O)n(C)c1,5.8
Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4F)C3C2)n1C,5.8
CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2ncnc(OC)c2C1,5.8
Cl.N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccc4ccccc4c3)CC1)C2,5.8
O=C1CCc2ccc(OC[C@H]3CC[C@H](CN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,5.8
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)/C=C/c3ccccc3)c3ccccc32)CC1,5.8
Cc1ccccc1C(=O)NN1c2ccccc2N=C(N2CCN(C)CC2)c2cc(Cl)ccc21,5.8
Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccccc3C(F)(F)F)C2)n1C,5.8
COc1ccc2oc(C(=O)NCCC(F)CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2c1,5.8
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,5.8
CN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2nc(N)ncc2C1,5.8
COc1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)n4C)CC32)cc1,5.8
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN2CCC[C@H]2C1,5.8
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C(=O)Nc2ccccc2)C1,5.8
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3Cl)c2s1,5.8
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3cccc(Cl)c3)c2s1,5.8
COc1ccccc1N1CCN(Cc2cn(-c3ccc(OCCF)cc3)nn2)CC1,5.8
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)c(Cl)c3)C2)n1C,5.8
CNC(=O)c1cc(F)cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,5.8
CN(CCN1CCN(c2ccc3c(c2)OCO3)C1=O)C[C@]12CC[C@H](CC1)C2(C)C,5.8
COc1cc2ccccc2cc1OCCC1CCN(Cc2ccccc2)CC1,5.8
O=C(CO)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,5.8
O=S(=O)(c1ccccc1)N1Cc2cccc(N3CCN(C4CCC4)CC3)c2C1,5.8
c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1,5.8
CCc1nc(N)[nH]c1-c1cn(S(=O)(=O)c2ccccc2)c2ccccc12.Cl,5.8
CN1C(=O)c2ccccc2[S]([O-])c2ccc(C(=O)Nc3ccccc3)cc21,5.8
CCCC(C)(C)C(=O)NCCCCN1CCN(c2ccc(Cl)cc2)CC1,5.8
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCCN(Cc2ccccc2)C1,5.8
COc1ccccc1N1CCN(Cc2cn(CCOCCF)nn2)CC1,5.8
COc1ccc(Br)cc1C(=O)NC[C@@H]1CCN(Cc2ccccc2)C1,5.8
CC1CN(CCCCNC(=O)C(C)(C)C)CCN1c1ccc(Cl)cc1,5.8
CCCCC(C)(C)C(=O)NCCN1CCN(c2ccc(Cl)cc2)CC1,5.8
CN(CCN1CCN(C2COOC2)C1=O)C[C@]12CC[C@H](CC1)C2(C)C,5.8
Cc1c(-c2ccccc2)nnn1C1CCN(Cc2ccccc2)CC1,5.8
CC(C)(C)C(=O)NCCCCN1CCN(c2ccc(Br)cc2)CC1,5.8
Cc1cccc(S(=O)(=O)N2CCC[C@@H]2CCN2CCC(C)CC2)c1,5.8
CC(=O)OC1CCc2ccc(/N=C/N(C)Cc3ccccc3)cc21,5.8
CCc1cccc(NC(=O)CN2CCN(c3ccccn3)CC2)c1,5.8
CN(C)CCc1cccc2c1ccn2S(=O)(=O)c1ccccc1,5.8
COc1ccc2c(c1OC)-c1cccc3c1[C@H](C2)N(C)CC3,5.8
COc1cccc(CC2NCCc3c2[nH]c2ccccc32)c1,5.8
Fc1ccc2c([C@@H]3CNCC[C@H]3F)c(-c3ccsc3)[nH]c2c1,5.8
CN1CCc2cc(Br)c(O)cc2C(c2ccc(N)cc2)C1,5.8
CC(=O)NCCCCN1CCN(c2ccc(Cl)cc2)CC1,5.8
c1ccc(-c2[nH]c3ccccc3c2C2CNCCO2)cc1,5.8
Clc1ccc(N2CCN(Cc3cccs3)CC2)cc1Cl,5.8
CCCN1CCC(c2cccc(OC)c2)CC1,5.8
CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,5.8
CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,5.8
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,5.81
O=C(C[C@H]1CC[C@H](O)CC1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,5.81
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccnnc1,5.81
O=C(NCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccc2ccccc2c1,5.81
O=C(NCCCCN1CCN(c2ccc3ccccc3n2)CC1)c1cn2ccccc2n1,5.81
COc1cccc(C(=O)NCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,5.81
COc1ccccc1N1CCN(CCCCNC(=O)N(C)c2ccccc2)CC1,5.81
COCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,5.81
CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S](C)[O-])cc21,5.81
O=C1c2ccc(F)cc2CC1CCN1CCN(c2ccc(Cl)cc2)CC1,5.81
O=C1c2ccc(F)cc2CC1CCN1CCN(c2ccc(Cl)cc2)CC1,5.81
NC[C@@H]1O[C@H](C23CC4CC(CC(C4)C2)C3)Cc2c1ccc(O)c2O,5.81
Clc1cccc(N2CCN(Cc3cccs3)CC2)c1Cl,5.81
CCCN1CCC(c2ccc3ccccc3c2)CC1,5.81
CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2C/C=C\Cn2c(-c3ccc(OCCCN(CC)CC)cc3)nc3ccccc32)cc1,5.82
COc1cc(CCN2CCC(O)(c3ccc(Cl)cc3)CC2)ccc1OCCSSCCN.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,5.82
COc1cc(CCN2CCC(O)(c3ccc(Cl)cc3)CC2)ccc1OCCSSCCN.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,5.82
COc1ccccc1N1CCN(Cc2cn(-c3ccc(OCCCOC4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4F)cc3)nn2)CC1,5.82
CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3cc(F)ccc3c(=O)n2-c2ccc(OC)cc2)CC1,5.82
Cc1cccc(N2CCN(CCCC(=O)NCc3nc4cc(F)ccc4c(=O)n3-c3ccccc3)CC2)c1C,5.82
CC(C)(C)c1nc(N2CCN(CCCCNC(=O)[C@H]3CC[C@H](c4ccccc4)CC3)CC2)cc(C(F)(F)F)n1,5.82
O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)c1ccc(N2CCOCC2)cc1,5.82
Cl.O=[N]([O-])c1cccc(-c2cc(CCCCN3CCN(C(c4ccccc4)c4ccccc4)CC3)on2)c1,5.82
O=C(C#Cc1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,5.82
O=C(NCCN1CCC(O)(c2ccc(Cl)cc2)CC1)NCCN1C(=O)C=CC1=O.O=C(O)C(F)(F)F,5.82
CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4c(c3)c3ccccc3n4C(N)=O)CC2)c2ccccc21,5.82
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,5.82
CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)CC1CC1c1cccc(Cl)c1Cl.Cl,5.82
Cl.Cn1c(SCCCNCC2CC2c2cc(F)ccc2OCCF)nnc1-c1ccccc1,5.82
Cc1ccc(C(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)cc1,5.82
CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCOc2ccc3c(c2)NC(=O)CC3)C1,5.82
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,5.82
COC(=O)c1ccc(C[S]([O-])c2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,5.82
COc1ccc(Br)cc1-c1nc(CN2CCN(Cc3ccccc3)CC2)co1,5.82
COC(=O)c1ccc(Nc2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,5.82
Cl.O=C1CC2(CCN(CCc3ccccc3)CC2)OCC1c1ccc(F)cc1,5.82
Cc1ccccc1CN1CCN(CC(=O)N2c3ccccc3CC2C)CC1,5.82
O=S1(=O)c2ccccc2CCC12CCN(CCc1ccc(F)cc1F)CC2,5.82
O=C(N[C@H]1CCN(Cc2ccc(F)cc2)C1)c1ccc(-c2cccs2)cc1,5.82
Cc1oc(-c2ccc3ccccc3c2)nc1CN1CCO[C@H](CCN)C1,5.82
O=C(CCCN1CCN(c2ncccn2)CC1)c1nc2ccccc2s1,5.82
O=C(N[C@@H]1CCN(Cc2ccccc2)C1)c1ccc(-c2cccs2)cc1,5.82
CC(C)(CCCN1CCCC(c2cnco2)C1)S(=O)(=O)c1ccccc1,5.82
C=CCN1CCc2cc(OC)c(O)cc2C(c2c(Cl)cccc2Cl)C1,5.82
COc1ccc(Br)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1,5.82
c1ccc(C2=N[C@@H](CN3CCN(c4ccccc4)CC3)CS2)cc1,5.82
c1ccc(N2CCN(Cc3cn(-c4ccccc4)nn3)CC2)cc1,5.82
COc1cccc(CC2NCCc3c2[nH]c2ccc(OC)cc32)c1,5.82
O=C(NCN1CCN(c2ccccc2Cl)CC1)c1ccccc1,5.82
COc1cc2c(cc1OC)C1Cc3ccc(O)cc3CN1CC2,5.82
Nc1nc2cc3c(cc2s1)CCN(Cc1cnc[nH]1)CC3,5.82
Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2,5.82
Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2,5.82
O=Cc1cccn1C1CCN(Cc2ccccc2)CC1,5.82
CCCN(C(C)C)[C@@H]1CCc2c(F)cccc2C1,5.82
CN1CCN(c2ccc(O)c3c2OCCO3)CC1,5.82
CCCN1CCC(c2cccc(OC)c2)CC1,5.82
CN1CCc2cc3nc(N)sc3cc2CC1,5.82
CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2CCCCn2c(-c3ccc(OCCCN(CC)CC)cc3)nc3ccccc32)cc1,5.83
Cl.Fc1ccc(-c2cc(CCCCN3CCN(C(c4ccccc4)c4ccccc4)CC3)on2)cc1,5.83
O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccc(C(F)(F)F)cc1,5.83
CO[C@H]1CC[C@H](CC(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5occc45)CC3)CC2)CC1,5.83
Cc1ncccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,5.83
O=C(CC1COCCO1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,5.83
O=C(C[C@H]1COCCO1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,5.83
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccs3)c3ccccc32)CC1,5.83
Cl.O=[N]([O-])c1cccc(-c2cc(CCCCN3CCN(c4ccccc4)CC3)on2)c1,5.83
COc1ccc(C(=O)C2CCN([C@H]3CCN(Cc4ccc(F)cc4)C[C@@H]3O)CC2)cc1,5.83
COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nc(C)cc4c3CCO4)CC2)CC1,5.83
COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,5.83
COc1ccc(C2=COC3(CCN(CCc4ccccc4)CC3)CC2=O)cc1.Cl,5.83
CN(C)CC1=Cc2cn(S(=O)(=O)c3cccc4ccccc34)c3cccc(c23)O1,5.83
CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3ncc(C)c4occc34)CC2)CC1,5.83
Cc1cccc(NC(=O)CN2CCN(c3cccc4ccccc34)CC2)c1,5.83
CC(C)OC(=O)N[C@H]1CC[C@H](CCN2CCc3ccccc3C2)CC1,5.83
Cc1cccc(NC(=O)CCN2CCN(c3ncccn3)CC2)c1,5.83
CCCN1CCO[C@@H]2c3cc4c(cc3CC[C@H]21)CCOC4=O,5.83
COc1ccc2c(c1OC)-c1cccc3c1[C@H](C2)N(C)CC3,5.83
c1ccc2c(c1)CCN1CCc3[nH]c4ccccc4c3C21,5.83
NC1CCc2c(O)cccc2C1,5.83
CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCCCCCCCCCOc2ccc3c(c2)NC(=O)CC3)C1,5.84
CCCN(CCCNC(=O)OC(C)(C)C)CCc1cccc2c1CC(=O)N2CCCNC(=O)OC(C)(C)C,5.84
CCCCCCCCCC(=O)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,5.84
CCCCCCCCCC(=O)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,5.84
CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)c2ccccc2n1,5.84
CCc1cc2c(cc1N1CCN(CC(O)CCNC(=O)c3cc4ccccc4o3)CC1)OCO2,5.84
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1C1=CC=NC(=O)C1,5.84
Cn1c(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cnccn1,5.84
N#Cc1ccc2c(c1)CN(C[C@@H]1C[C@H]1CNC(=O)c1ccnc3ccccc13)CC2,5.84
C[C@@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc3c(c2)OCO3)CC1,5.84
O=C(NCCCCNC1COc2ccc(O)cc2C1=O)c1cc2ccccc2[nH]1,5.84
OC(COc1cccc2ccccc12)CN1CCC(Cc2ccccc2)CC1,5.84
COc1ccc(N2CCN(CCC3OCCc4ccccc43)CC2)cc1,5.84
Cl.O=C1CC2(CCN(Cc3ccccc3)CC2)OC=C1c1ccccc1,5.84
COc1ccccc1N1CCN(CNC(=O)c2cccc(Cl)c2)CC1,5.84
Cc1[nH]c(-c2ccccc2)nc1CN1CCN(c2ncccn2)CC1,5.84
Cc1cccc(NC(=O)CCN2CCN(c3ccccn3)CC2)c1,5.84
N#Cc1ccc(C(=O)CCCN2CCc3ccccc3C2)cc1,5.84
N#Cc1ccc(C(=O)CCCN2CCc3ccccc3C2)cc1,5.84
Br.CCCN(CCC)C1CCc2ccc(O)cc2C1,5.84
CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2C/C=C/Cn2c(-c3ccc(OC)cc3)nc3ccccc32)cc1,5.85
CCCN(CCCNC(=O)OC(C)(C)C)CCc1cccc2c1CC(=O)N2CCCNC(=O)OC(C)(C)C,5.85
